device_name,timestamp_ms,value,datetime,year,month
DS,1259643600000,6992991,2009-12-01 05:00:00,2009,12
DS,1262322000000,1395662,2010-01-01 05:00:00,2010,1
DS,1265000400000,1167485,2010-02-01 05:00:00,2010,2
DS,1267419600000,1728454,2010-03-01 05:00:00,2010,3
DS,1270094400000,1110130,2010-04-01 04:00:00,2010,4
DS,1272686400000,992167,2010-05-01 04:00:00,2010,5
DS,1275364800000,1353731,2010-06-01 04:00:00,2010,6
DS,1277956800000,1119808,2010-07-01 04:00:00,2010,7
DS,1280635200000,1056699,2010-08-01 04:00:00,2010,8
DS,1283313600000,1341702,2010-09-01 04:00:00,2010,9
DS,1285905600000,1068900,2010-10-01 04:00:00,2010,10
DS,1288584000000,2555295,2010-11-01 04:00:00,2010,11
DS,1291179600000,5425354,2010-12-01 05:00:00,2010,12
DS,1293858000000,1106729,2011-01-01 05:00:00,2011,1
DS,1296536400000,853681,2011-02-01 05:00:00,2011,2
DS,1298955600000,993462,2011-03-01 05:00:00,2011,3
